DISBMONTH,LOAN_NUMBER,CD_SEGMENT,PRODUCT_CODE,ETC_NTC,PAYMENT_TYPE,CUST_PINCODE,CUST_STATE,MANUFACTURE_CODE,TENUR,ADVANCE_EMI_COUNT,EMI,LTV,ASSET_COST,ACTUAL_LOAN_AMOUNT,DOWN_PAYMENT,PAYNIMO_STATUS,QUALIFICATION,GENDER,MARITALSTATUS,CUST_AGE,EMP_GRP,MATCH_SCORE,TOTAL_NO_LV_TRADELINES,BUREAU_VINTAGE_IN_MONTHS,NO_TRADELINES_OPENED_LAST_3M,TOTAL_NO_LV_CD,TIME_SINCE_FIRST_CD_MONTHS,NO_CD_OPENED_LAST_3M,TOTAL_NO_LV_CC,NO_CC_OPENED_LAST_3M,TOTAL_NO_LV_PLBL,TOTAL_NO_LV_AL,TOTAL_NO_LV_TW,TOTAL_NO_LV_TL,TOTAL_NO_LV_SEC,TOTAL_NO_SEC_OPENED_LAST_3M,TOTAL_NO_LV_UNSEC,TOTAL_NO_UNSEC_OPENED_LAST_3M,TOTAL_NO_ENQ,TOTAL_NO_ENQ_LAST_3M,TOTAL_NO_ENQ_CD,TOTAL_NO_ENQ_CD_LAST_3M,TOTAL_NO_ENQ_SEC,TOTAL_NO_ENQ_SEC_LAST_3M,TOTAL_NO_ENQ_UNSEC,TOTAL_NO_ENQ_UNSEC_LAST_3M,BUREAU_SCORE,TARGET_VARIABLE
12-31-2022,3690,MOBILE,MOBILE,ETC,ACH,524320,AP,OPPO,7,1,2286,85.71,15999,13713,2993,VALID,12TH,M,Married,39,2.SEMP,,2,5,1,1,5,0,0,0,1,0,0,0,0,0,2,1,4,2,3,1,0,0,4,2,744,0
12-31-2022,3691,MOBILE,MOBILE,NTC,ENCH,518468,AP,OPPO,12,4,1550,65.54,17990,12390,7691,VALID,POST-GRADUATE,M,Single,27,1.SAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,0
12-31-2022,3692,MOBILE,MOBILE,NTC,ADM,517501,AP,VIVO,8,2,2700,74.28,20999,16199,6597,VALID,GRADUATE,F,Married,25,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,0
12-31-2022,3693,MOBILE,MOBILE,ETC,ACH,517501,AP,OPPO,7,1,2572,85.71,17999,15427,3279,VALID,GRADUATE,M,Married,55,2.SEMP,,10,143,1,0,92,0,0,0,0,0,0,0,10,1,0,0,15,1,4,1,7,0,6,1,776,0
12-31-2022,3694,MOBILE,MOBILE,NTC,ADM,517501,AP,VIVO,8,2,2313,74.99,18499,13873,5379,VALID,GRADUATE,M,Single,21,1.SAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,4,2,2,4,4,-1,0
12-31-2022,3695,MOBILE,MOBILE,ETC,ADM,518225,AP,VIVO,10,1,1742,78.33,16499,14773,3812,VALID,SSC,F,Married,28,2.SEMP,,1,23,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,2,2,0,0,2,2,747,0
12-31-2022,3696,MOBILE,MOBILE,NTC,ACH,517172,AP,VIVO,8,2,1713,72.59,12499,10273,4179,VALID,SSC,M,Married,38,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
12-31-2022,3697,MOBILE,MOBILE,ETC,ENCH,518225,AP,OPPO,8,2,1638,73.79,12499,9823,3983,VALID,12TH,M,Single,22,2.SEMP,,2,4,0,2,4,0,0,0,0,0,0,0,0,0,2,0,4,0,4,0,0,0,4,0,730,0
12-31-2022,3698,MOBILE,MOBILE,ETC,ADM,518422,AP,OPPO,7,1,2315,84.57,14999,13884,3022,VALID,OTHERS,M,Married,29,2.SEMP,,0,19,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,750,0
12-31-2022,3699,Non-Mobile,WAM,NTC,ADM,518222,AP,HAIER,12,4,2300,65.93,27000,18400,10220,VALID,GRADUATE,F,Married,23,1.SAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,-1,0
12-31-2022,3700,MOBILE,MOBILE,ETC,ADM,515711,AP,VIVO,8,2,2294,72.18,16490,13752,5223,VALID,GRADUATE,M,Single,29,2.SEMP,,2,5,0,1,5,0,0,0,0,0,0,0,1,0,1,0,8,1,1,1,5,0,3,1,743,0
12-31-2022,3701,MOBILE,MOBILE,NTC,ADM,515775,AP,VIVO,8,2,1638,73.79,12499,9823,4029,VALID,SSC,F,Married,35,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
12-31-2022,3702,MOBILE,MOBILE,ETC,ACH,524317,AP,OPPO,8,2,2750,75,21999,16499,6651,VALID,12TH,F,Single,27,2.SEMP,,3,8,1,3,8,1,0,0,0,0,0,0,0,0,3,1,3,1,3,1,0,0,3,1,769,0
12-31-2022,3703,MOBILE,MOBILE,NTC,ADM,517128,AP,OPPO,10,1,2111,88.27,17999,17906,2347,VALID,SSC,M,Married,47,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
12-31-2022,3704,MOBILE,MOBILE,NTC,ACH,515803,AP,VIVO,8,2,2313,74.99,18499,13873,5379,VALID,12TH,M,Married,30,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,3,0,0,8,5,-1,0
12-31-2022,3705,MOBILE,MOBILE,NTC,ADM,517501,AP,OPPO,7,1,1875,75,14999,11249,5019,VALID,GRADUATE,F,Married,28,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,-1,0
12-31-2022,3706,MOBILE,MOBILE,NTC,ADM,515408,AP,VIVO,8,2,2462,73.37,18490,14766,6121,VALID,SSC,F,Married,37,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,-1,0
12-31-2022,3707,MOBILE,MOBILE,ETC,ENCH,517370,AP,VIVO,8,2,2824,74.32,21990,16942,6949,VALID,12TH,M,Married,27,2.SEMP,,1,41,1,1,13,1,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,1,0,770,0
12-31-2022,3708,MOBILE,MOBILE,NTC,ADM,518124,AP,VIVO,10,1,1994,73.36,19990,16905,5680,VALID,SSC,M,Single,21,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
12-31-2022,3709,MOBILE,MOBILE,NTC,ADM,517640,AP,VIVO,10,1,1645,73.35,16490,13946,4748,VALID,12TH,F,Married,24,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
12-31-2022,3710,Non-Mobile,FRIDGE,ETC,ADM,518598,AP,WHIRL  POOL,12,4,1717,65.66,20000,13732,7548,VALID,12TH,M,Married,31,2.SEMP,,1,23,0,1,23,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,750,0
12-31-2022,3711,MOBILE,MOBILE,NTC,ACH,515212,AP,OPPO,7,1,3315,84.93,21999,19884,4022,VALID,12TH,F,Married,33,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
12-31-2022,3712,MOBILE,MOBILE,ETC,ADM,524344,AP,VIVO,10,1,2057,87.89,16990,17438,2293,VALID,SSC,M,Married,39,2.SEMP,,3,33,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,1,1,0,0,1,1,726,0
12-31-2022,3713,MOBILE,MOBILE,NTC,ADM,517415,AP,VIVO,8,2,3650,73.93,27999,21899,8053,VALID,SSC,M,Single,25,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
12-31-2022,3714,MOBILE,MOBILE,ETC,ACH,517501,AP,VIVO,8,2,2313,74.99,18499,13873,5261,VALID,GRADUATE,M,Married,48,2.SEMP,,1,82,0,0,22,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,762,0
12-31-2022,3715,MOBILE,MOBILE,NTC,ACH,517505,AP,XIAOMI,10,1,1900,73.33,18999,16118,5421,VALID,GRADUATE,M,Single,27,1.SAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
12-31-2022,3716,MOBILE,MOBILE,ETC,ENCH,524134,AP,OPPO,7,1,2224,84.1,13990,13336,2931,VALID,GRADUATE,M,Single,22,1.SAL,,1,4,0,1,4,0,0,0,0,0,0,0,0,0,1,0,3,2,3,2,0,0,3,2,744,0
12-31-2022,3717,MOBILE,MOBILE,NTC,ADM,517236,AP,VIVO,8,2,2824,74.32,21990,16942,6401,VALID,SSC,F,Married,50,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
12-31-2022,3718,MOBILE,MOBILE,NTC,ACH,515832,AP,VIVO,8,2,2063,74.99,16499,12373,4879,VALID,SSC,F,Married,38,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,-1,0
12-31-2022,3719,MOBILE,MOBILE,NTC,ACH,518543,AP,VIVO,10,3,2977,54.55,35999,20839,16995,VALID,SSC,M,Married,27,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
12-31-2022,3720,MOBILE,MOBILE,NTC,ACH,515571,AP,VIVO,8,2,2388,74.18,18499,14323,5529,VALID,SSC,M,Married,57,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
12-31-2022,3721,MOBILE,MOBILE,NTC,ADM,518411,AP,VIVO,8,2,3337,72.19,23999,20016,7427,VALID,SSC,F,Married,21,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,2,-1,0
12-31-2022,3722,MOBILE,MOBILE,ETC,ENCH,518432,AP,VIVO,8,2,2063,74.99,16499,12373,5427,VALID,GRADUATE,M,Married,26,2.SEMP,,6,20,2,6,20,2,0,0,0,0,0,0,0,0,6,2,14,3,4,1,0,0,14,3,745,0
12-31-2022,3723,MOBILE,MOBILE,ETC,ADM,517408,AP,OPPO,7,1,1944,78.98,13999,11656,3650,VALID,12TH,M,Single,23,1.SAL,,2,5,0,1,5,0,0,0,0,0,1,0,1,0,1,0,4,0,3,0,1,0,3,0,728,0
12-31-2022,3724,MOBILE,MOBILE,NTC,ACH,515761,AP,VIVO,8,2,2388,74.18,18499,14323,5529,VALID,UNDER GRADUATE,M,Single,24,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,0,0,4,2,-1,0
12-31-2022,3725,MOBILE,MOBILE,ETC,ENCH,517214,AP,OPPO,7,1,2315,84.57,14999,13884,3022,VALID,SSC,M,Married,23,2.SEMP,,1,14,1,0,14,0,0,0,0,0,0,0,1,1,0,0,3,1,3,1,0,0,3,1,763,0
12-31-2022,3726,MOBILE,MOBILE,NTC,ADM,515591,AP,VIVO,8,2,2013,74.02,15499,12073,4779,VALID,12TH,M,Married,27,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,2,2,-1,0
12-31-2022,3727,MOBILE,MOBILE,NTC,ADM,516003,AP,SAMSUNG,10,2,2967,74.61,31000,23728,9291,VALID,UNDER GRADUATE,M,Married,47,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,1,-1,0
12-31-2022,3728,MOBILE,MOBILE,ETC,ADM,517408,AP,OPPO,10,1,2111,88.27,17999,17906,2347,VALID,12TH,F,Married,27,1.SAL,,1,4,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,767,0
12-31-2022,3729,MOBILE,MOBILE,ETC,ADM,516474,AP,VIVO,8,2,2213,73.17,16499,13273,5061,VALID,UNDER GRADUATE,M,Married,26,2.SEMP,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,741,0
12-31-2022,3730,MOBILE,MOBILE,NTC,ADM,516172,AP,OPPO,7,1,2335,74.52,17990,14006,5409,VALID,12TH,M,Married,38,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
12-31-2022,3731,MOBILE,MOBILE,NTC,ADM,518543,AP,OPPO,7,1,3422,74.34,25999,20527,7941,VALID,12TH,M,Married,32,2.SEMP,,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,2,1,-1,0
12-31-2022,3732,MOBILE,MOBILE,ETC,ACH,516433,AP,VIVO,8,2,1638,73.79,12499,9823,3911,VALID,12TH,M,Married,47,2.SEMP,,3,1,3,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,1,0,0,0,722,0
12-31-2022,3733,Non-Mobile,TV,ETC,ACH,515511,AP,SANSUI,10,2,2060,79.4,20000,16480,5181,VALID,12TH,M,Married,37,2.SEMP,,3,59,0,2,9,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,1,0,725,0
12-31-2022,3734,MOBILE,MOBILE,NTC,ACH,515291,AP,VIVO,8,2,2774,73.57,20990,16642,6301,VALID,SSC,M,Married,30,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,-1,1
12-31-2022,3735,MOBILE,MOBILE,NTC,ADM,518122,AP,VIVO,10,1,1843,73.29,18499,15631,5296,VALID,12TH,M,Married,35,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
12-31-2022,3736,MOBILE,MOBILE,ETC,ADM,515415,AP,OPPO,7,1,4172,79.43,29999,25027,6879,VALID,SSC,M,Married,25,2.SEMP,,4,5,3,3,5,2,0,0,0,0,1,0,1,1,3,2,4,3,3,2,1,1,3,2,724,1
12-31-2022,3737,MOBILE,MOBILE,ETC,ACH,517425,AP,VIVO,8,2,3575,74.46,27999,21449,7785,VALID,SSC,M,Married,36,2.SEMP,,3,24,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,735,0
12-31-2022,3738,Non-Mobile,AC,NTC,ADM,516215,AP,LLOYD,10,2,6060,79.8,60000,48480,12356,VALID,SSC,M,Married,42,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
12-31-2022,3739,Non-Mobile,FRIDGE,ETC,ADM,515641,AP,SAMSUNG,10,1,2160,89.71,21000,19440,2455,VALID,12TH,M,Married,33,2.SEMP,,1,70,0,0,46,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,743,0
12-31-2022,3740,MOBILE,MOBILE,ETC,ENCH,518405,AP,VIVO,8,2,2388,74.18,18499,14323,6077,,GRADUATE,M,Married,29,2.SEMP,,1,46,0,0,46,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,749,0
12-31-2022,3741,MOBILE,MOBILE,NTC,ACH,517152,AP,VIVO,8,2,3650,73.93,27999,21899,8053,VALID,SSC,M,Single,27,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
12-31-2022,3742,MOBILE,MOBILE,NTC,ADM,516128,AP,VIVO,9,3,1678,65.28,14499,10065,6453,VALID,UNDER GRADUATE,F,Single,23,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
12-31-2022,3743,MOBILE,MOBILE,NTC,ADM,517247,AP,VIVO,8,2,2463,73.37,18499,14773,5679,VALID,12TH,M,Single,25,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,1,-1,1
12-31-2022,3744,MOBILE,MOBILE,ETC,ACH,515591,AP,OPPO,8,2,1899,72.85,13990,11392,4505,VALID,SSC,M,Married,25,2.SEMP,,2,66,1,1,2,1,0,0,0,1,0,0,1,0,1,1,2,1,1,1,1,0,1,1,762,0
12-31-2022,3745,MOBILE,MOBILE,NTC,ENCH,524305,AP,VIVO,8,2,1713,72.59,12499,10273,4179,VALID,POST-GRADUATE,M,Single,32,1.SAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
12-31-2022,3746,MOBILE,MOBILE,NTC,ADM,515865,AP,VIVO,8,2,2388,74.18,18499,14323,5529,VALID,SSC,F,Married,44,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
12-31-2022,3747,MOBILE,MOBILE,ETC,ACH,516269,AP,VIVO,8,2,4500,75,35999,26999,9635,VALID,SSC,M,Married,30,2.SEMP,,2,51,0,0,37,0,0,0,1,0,0,0,0,0,1,0,4,1,2,1,0,0,2,1,760,0
12-31-2022,3748,MOBILE,MOBILE,NTC,ACH,516237,AP,TECNO,8,2,1950,74,14999,11699,5169,VALID,12TH,M,Married,42,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,-1,0
12-31-2022,3749,MOBILE,MOBILE,NTC,ACH,517247,AP,VIVO,8,2,2138,74.08,16499,12823,5473,VALID,GRADUATE,M,Married,29,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
12-31-2022,3750,MOBILE,MOBILE,NTC,ADM,515863,AP,VIVO,8,2,2775,73.57,20999,16649,6303,VALID,SSC,M,Married,30,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
12-31-2022,3751,MOBILE,MOBILE,ETC,ADM,516172,AP,OPPO,7,1,2000,80,14999,11999,3707,VALID,12TH,M,Married,32,2.SEMP,,6,26,3,4,26,3,0,0,1,0,0,0,1,0,5,3,9,0,3,0,1,0,7,0,736,0
12-31-2022,3752,MOBILE,MOBILE,ETC,ADM,518222,AP,OPPO,10,1,1795,73.36,17999,15222,5031,VALID,12TH,M,Married,32,2.SEMP,,8,40,2,5,12,2,0,0,1,0,0,1,1,0,6,2,8,1,1,0,5,0,2,0,786,0
12-31-2022,3753,MOBILE,MOBILE,ETC,ACH,516268,AP,SAMSUNG,6,0,2200,90,14000,13200,2035,VALID,UNDER GRADUATE,M,Married,48,2.SEMP,,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,728,0
12-31-2022,3754,MOBILE,MOBILE,NTC,ADM,517299,AP,OPPO,10,1,1795,73.36,17999,15222,5149,VALID,SSC,M,Single,21,1.SAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,2,-1,0
12-31-2022,3755,MOBILE,MOBILE,NTC,ADM,516269,AP,VIVO,8,2,2824,74.32,21990,16942,6401,VALID,GRADUATE,M,Single,31,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,1,-1,0
12-31-2022,3756,MOBILE,MOBILE,ETC,ADM,516434,AP,VIVO,10,3,2860,69.36,27999,20019,9881,VALID,12TH,M,Single,23,1.SAL,,3,22,0,1,17,0,0,0,1,0,0,0,0,0,2,0,4,0,1,0,3,0,1,0,777,0
12-31-2022,3757,Non-Mobile,TV,NTC,ADM,518422,AP,HYUNDAIELE,12,4,2717,66.04,32000,21732,11339,VALID,SSC,M,Married,31,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
12-31-2022,3758,Non-Mobile,FRIDGE,NTC,ACH,518501,AP,LG,10,1,3200,90,32000,28800,3964,VALID,SSC,M,Married,39,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
12-31-2022,3759,MOBILE,MOBILE,NTC,ADM,524101,AP,OPPO,8,2,2577,71.35,17990,15454,5979,VALID,SSC,F,Married,37,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,-1,0
12-31-2022,3760,MOBILE,MOBILE,ETC,ACH,517351,AP,VIVO,8,2,4500,75,35999,26999,10079,VALID,POST-GRADUATE,M,Single,24,1.SAL,,2,16,2,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,753,0
12-31-2022,3761,MOBILE,MOBILE,NTC,ACH,515763,AP,OPPO,12,4,2217,65.89,25999,17731,9575,VALID,GRADUATE,M,Single,23,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
12-31-2022,3762,MOBILE,MOBILE,ETC,ACH,517001,AP,OPPO,7,1,1987,84.1,12499,11914,2694,VALID,SSC,M,Single,33,1.SAL,,1,102,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,1,2,1,0,0,7,1,723,0
12-31-2022,3763,MOBILE,MOBILE,ETC,ADM,524315,AP,OPPO,10,1,1760,88.27,14999,14921,1996,VALID,SSC,M,Married,28,2.SEMP,,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,768,0
12-31-2022,3764,Non-Mobile,WPR,NTC,ACH,515001,AP,LG,10,0,2620,100,25000,26200,648,VALID,SSC,M,Married,35,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
12-31-2022,3765,Non-Mobile,AC,NTC,ADM,516269,AP,LLOYD,10,2,6000,80,60000,48000,12236,VALID,12TH,M,Single,26,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
12-31-2022,3766,MOBILE,MOBILE,NTC,ACH,517501,AP,VIVO,10,1,1646,73.36,16499,13953,4750,VALID,GRADUATE,M,Single,27,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,-1,0
12-31-2022,3767,MOBILE,MOBILE,NTC,ACH,516434,AP,VIVO,8,2,1813,74.99,14499,10873,4379,VALID,12TH,F,Married,25,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
12-31-2022,3768,MOBILE,MOBILE,NTC,ACH,515701,AP,VIVO,8,2,2899,73.63,21990,17392,6551,VALID,SSC,M,Single,25,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,3,0,0,7,4,-1,0
12-31-2022,3769,MOBILE,MOBILE,ETC,ADM,515521,AP,VIVO,8,2,1938,74.99,15499,11623,4511,VALID,12TH,M,Single,24,2.SEMP,,2,25,1,1,3,1,0,0,0,0,1,0,1,0,1,1,6,2,4,1,1,0,5,2,732,0
12-31-2022,3770,MOBILE,MOBILE,ETC,ACH,518003,AP,VIVO,8,2,2573,72.18,18499,15427,5781,VALID,12TH,M,Single,33,2.SEMP,,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,4,6,2,1,0,9,4,722,0
12-31-2022,3771,MOBILE,MOBILE,NTC,ADM,517417,AP,VIVO,10,3,3660,69.5,35999,25619,12177,VALID,GRADUATE,M,Single,22,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,-1,0
12-31-2022,3772,MOBILE,MOBILE,NTC,ADM,515865,AP,VIVO,10,3,3660,69.5,35999,25619,12177,VALID,SSC,M,Married,31,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,0,0,3,2,-1,0
12-31-2022,3773,Non-Mobile,TV,NTC,ADM,518422,AP,HYUNDAIELE,10,2,1260,72.92,13000,10080,4775,VALID,SSC,F,Married,27,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
12-31-2022,3774,MOBILE,MOBILE,ETC,ADM,517102,AP,OPPO,7,1,3715,85.71,25999,22284,4422,VALID,12TH,M,Single,31,2.SEMP,,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,4,2,4,2,0,0,4,2,733,0
12-31-2022,3775,MOBILE,MOBILE,NTC,ADM,517247,AP,VIVO,8,2,1888,73.96,14499,11323,4973,VALID,GRADUATE,M,Single,31,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
12-31-2022,3776,MOBILE,MOBILE,ETC,ADM,516269,AP,VIVO,8,2,2388,74.18,18499,14323,6077,VALID,GRADUATE,M,Married,29,1.SAL,,1,71,0,0,41,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,2,0,763,0
12-31-2022,3777,MOBILE,MOBILE,NTC,ADM,515867,AP,VIVO,10,1,1596,73.35,15999,13530,4617,VALID,SSC,M,Married,29,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,-1,0
12-31-2022,3778,MOBILE,MOBILE,NTC,ACH,517001,AP,REALME,10,1,1795,73.36,17999,15222,5149,VALID,GRADUATE,M,Single,21,1.SAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
12-31-2022,3779,MOBILE,MOBILE,NTC,ADM,524323,AP,OPPO,7,1,3315,84.93,21999,19884,4466,VALID,UNDER GRADUATE,M,Single,40,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
12-31-2022,3780,MOBILE,MOBILE,ETC,ADM,518452,AP,OPPO,7,1,1857,84.3,12499,11137,2669,VALID,OTHERS,M,Married,48,2.SEMP,,1,39,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,4,0,0,0,6,0,755,0
12-31-2022,3781,MOBILE,MOBILE,ETC,ADM,517425,AP,VIVO,8,2,1938,74.99,15499,11623,4511,VALID,12TH,M,Single,25,2.SEMP,,2,14,2,2,3,2,0,0,0,0,0,0,0,0,2,2,3,2,2,1,0,0,2,1,756,0
12-31-2022,3782,MOBILE,MOBILE,NTC,ADM,518124,AP,OPPO,7,1,2656,85.24,17990,15934,3363,VALID,12TH,M,Single,22,1.SAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
12-31-2022,3783,MOBILE,MOBILE,NTC,ACH,516003,AP,SAMSUNG,10,2,2826,74.59,29500,22604,8915,VALID,12TH,F,Married,32,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
12-31-2022,3784,MOBILE,MOBILE,NTC,ADM,515211,AP,OPPO,8,2,1946,72.18,13990,11668,5161,VALID,SSC,M,Married,33,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,1,-1,0
12-31-2022,3785,MOBILE,MOBILE,ETC,ENCH,517101,AP,VIVO,8,2,3199,74.4,24990,19192,7033,VALID,UNDER GRADUATE,F,Married,21,2.SEMP,,1,3,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,754,0
